F_m,F_nesklon,I_m,I_f,P of Birth,Area,City,Street,,,КЛАДР (всероссийская база с улицами и пр)
,,,,,,Глушково,,,,
,,,,,,Глядянское,,,,
,,,,,,Голицыно,,,,
,,,,,,Голынки,,,,
,,,,,,Голышманово,,,,
,,,,,,Горбатов,,,,
,,,,,,Горбатовка,,,,
,,,,,,Гордеевка,,,,
,,,,,,Горно-Алтайск,,,,
,,,,,,Горнозаводск,,,,
,,,,,,Горняк,,,,
,,,,,,Городец,,,,
,,,,,,Городище,,,,
,,,,,,Гороховец,,,,
,,,,,,Горчуха,,,,
,,,,,,Горшечное,,,,
,,,,,,Горячегорск,,,,
,,,,,,Горячий Ключ,,,,
,,,,,,Грайворон,,,,
,,,,,,Грамотеино,,,,
,,,,,,Грахово,,,,
,,,,,,Грачевка,,,,
,,,,,,Гремячинск,,,,
,,,,,,Грозный,,,,
,,,,,,Грязи,,,,
,,,,,,Грязовец,,,,
,,,,,,Губаха,,,,
,,,,,,Губкин,,,,
,,,,,,Губкинский,,,,
,,,,,,Гудермез,,,,
,,,,,,Гуково,,,,
,,,,,,Гуниб,,,,
,,,,,,Гурское,,,,
,,,,,,Гурьевск,,,,
,,,,,,Гусев,,,,
,,,,,,Гусиное Озеро,,,,
,,,,,,Гусиноозерск,,,,
,,,,,,Гусь-Железный,,,,
,,,,,,Гусь-Хрустальный,,,,
,,,,,,Давенда,,,,
,,,,,,Давлеканово,,,,
,,,,,,Давыдовка,,,,
,,,,,,Далматово,,,,
,,,,,,Дальнегорск,,,,
,,,,,,Дальнее Константиново,,,,
,,,,,,Дальнереченск,,,,
,,,,,,Данилов,,,,
,,,,,,Данхов,,,,
,,,,,,Дарасун,,,,
,,,,,,Дарьинское,,,,
,,,,,,Дебесы,,,,
,,,,,,Дегтярск,,,,
,,,,,,Деденево,,,,
,,,,,,Дедовичи,,,,
,,,,,,Дедовск,,,,
,,,,,,Деманск,,,,
,,,,,,Демидов,,,,
,,,,,,Дербент,,,,
,,,,,,Дербешкинский,,,,
,,,,,,Деревянка,,,,
,,,,,,Деркул,,,,
,,,,,,Десногорск,,,,
,,,,,,Джаныбек,,,,
,,,,,,Джубга,,,,
,,,,,,Дзержинск,,,,
,,,,,,Дзержинский,,,,
,,,,,,Дивеево,,,,
,,,,,,Дивногорск,,,,
,,,,,,Дивное,,,,
,,,,,,Дигора,,,,
,,,,,,Диксон,,,,
,,,,,,Димитровград,,,,
,,,,,,Динская,,,,
,,,,,,Дмитриев-Льговский,,,,
,,,,,,Дмитров,,,,
,,,,,,Дмитровск-Орловский,,,,
,,,,,,Дно,,,,
,,,,,,Доброе,,,,
,,,,,,Добрянка,,,,
,,,,,,Довольное,,,,
,,,,,,Долгое,,,,
,,,,,,Долгопрудный,,,,
,,,,,,Долгоруково,,,,
,,,,,,Долинск,,,,
,,,,,,Долматовский,,,,
,,,,,,Домбай,,,,
,,,,,,Домодедово,,,,
,,,,,,Донецк,,,,
,,,,,,Донской,,,,
,,,,,,Дормидонтовка,,,,
,,,,,,Дорогобуж,,,,
,,,,,,Дорохово,,,,
,,,,,,Досчатое,,,,
,,,,,,Дрезна,,,,
,,,,,,Дровяная,,,,
,,,,,,Дружная Горка,,,,
,,,,,,Дубна,,,,
,,,,,,Дубовка,,,,
,,,,,,Дубовское,,,,
,,,,,,Дубровка,,,,
,,,,,,Дуван,,,,
,,,,,,Дугна,,,,
,,,,,,Дудинка,,,,
,,,,,,Дудоровский,,,,
,,,,,,Дульдурга,,,,
,,,,,,Дуляпино,,,,
,,,,,,Думиничи,,,,
,,,,,,Духовницкое,,,,
,,,,,,Духовщина,,,,
,,,,,,Дылым,,,,
,,,,,,Дюртюли,,,,
,,,,,,Дятьково,,,,
,,,,,,Евлашево,,,,
,,,,,,Егорлыкская,,,,
,,,,,,Егорьевск,,,,
,,,,,,Ейск,,,,
,,,,,,Екатеринбург,,,,
,,,,,,Екатериновка,,,,
,,,,,,Екатеринославка,,,,
,,,,,,Екимовичи,,,,
,,,,,,Елабуга,,,,
,,,,,,Еланцы,,,,
,,,,,,Елань-Коленовский,,,,
,,,,,,Елатьма,,,,
,,,,,,Еленский,,,,
,,,,,,Елец,,,,
,,,,,,Елизово,,,,
,,,,,,Елово,,,,
,,,,,,Ельня,,,,
,,,,,,Ельцовка,,,,
,,,,,,Еманжелинск,,,,
,,,,,,Емва,,,,
,,,,,,Емельяново,,,,
,,,,,,Емца,,,,
,,,,,,Енисейск,,,,
,,,,,,Енотаевка,,,,
,,,,,,Епифань,,,,
,,,,,,Ербогачен,,,,
,,,,,,Ермаковское,,,,
,,,,,,Ермекеево,,,,
,,,,,,Ермолаево,,,,
,,,,,,Ерофей Павлович,,,,
,,,,,,Ертарский,,,,
,,,,,,Ершичи,,,,
,,,,,,Ершов,,,,
,,,,,,Ессентуки,,,,
,,,,,,Ефимовский,,,,
,,,,,,Ефремов,,,,
,,,,,,Железноводск,,,,
,,,,,,Железногорск,,,,
,,,,,,Железногорск-Илимский,,,,
,,,,,,Жердевка,,,,
,,,,,,Жигалово,,,,
,,,,,,Жиганск,,,,
,,,,,,Жигулевск,,,,
,,,,,,Жиздра,,,,
,,,,,,Жилево,,,,
,,,,,,Жиндо,,,,
,,,,,,Жирнов,,,,
,,,,,,Жирновск,,,,
,,,,,,Жирятино,,,,
,,,,,,Жуковка,,,,
,,,,,,Жуковский,,,,
,,,,,,Забайкальск,,,,
,,,,,,Забитуй,,,,
,,,,,,Заветное,,,,
,,,,,,Завитинск,,,,
,,,,,,Заводопетровский,,,,
,,,,,,Заводоуковск,,,,
,,,,,,Заводоуспенское,,,,
,,,,,,Заводской,,,,
,,,,,,Заволжск,,,,
,,,,,,Заволжье,,,,
,,,,,,Завьялово,,,,
,,,,,,Загорск,,,,
,,,,,,Загорянский,,,,
,,,,,,Задонск,,,,
,,,,,,Заиграево,,,,
,,,,,,Заинск,,,,
,,,,,,Закаменск,,,,
,,,,,,Залари,,,,
,,,,,,Залегощь,,,,
,,,,,,Залесово,,,,
,,,,,,Заозерный,,,,
,,,,,,Заозерск,,,,
,,,,,,Западная Двина,,,,
,,,,,,Заплюсье,,,,
,,,,,,Заполярный,,,,
,,,,,,Зарайск,,,,
,,,,,,Зареченск,,,,
,,,,,,Заречный,,,,
,,,,,,Заречье,,,,
,,,,,,Заринск,,,,
,,,,,,Зарубино,,,,
,,,,,,Захарово,,,,
,,,,,,Зашеек,,,,
,,,,,,Звездный,,,,
,,,,,,Звенигово,,,,
,,,,,,Звенигород,,,,
,,,,,,Зверево,,,,
,,,,,,Зебляки,,,,
,,,,,,Зеленоборский,,,,
,,,,,,Зеленогорск,,,,
,,,,,,Зеленоград,,,,
,,,,,,Зеленоградск,,,,
,,,,,,Зеленодольск,,,,
,,,,,,Зеленокумск,,,,
,,,,,,Земетчино,,,,
,,,,,,Зерноград,,,,
,,,,,,Зея,,,,
,,,,,,Зилаир,,,,
,,,,,,Зима,,,,
,,,,,,Зирган,,,,
,,,,,,Златоуст,,,,
,,,,,,Златоустовск,,,,
,,,,,,Злынка,,,,
,,,,,,Змеиногорск,,,,
,,,,,,Змиевка,,,,
,,,,,,Знаменка,,,,
,,,,,,Знаменск,,,,
,,,,,,Знаменское,,,,
,,,,,,Золотаревка,,,,
,,,,,,Золотково,,,,
,,,,,,Золотухино,,,,
,,,,,,Зольное,,,,
,,,,,,Зубова Поляна,,,,
,,,,,,Зубцов,,,,
,,,,,,Зуевка,,,,
,,,,,,Зырянка,,,,
,,,,,,Зырянское,,,,
,,,,,,Зюзельский,,,,
,,,,,,Зюкайка,,,,
,,,,,,Ибреси,,,,
,,,,,,Ивангород,,,,
,,,,,,Иванищи,,,,
,,,,,,Ивановка,,,,
,,,,,,Иваново,,,,
,,,,,,Ивантеевка,,,,
,,,,,,Иваньковский,,,,
,,,,,,Ивдель,,,,
,,,,,,Ивня,,,,
,,,,,,Иволгинск,,,,
,,,,,,Ивот,,,,
,,,,,,Игарка,,,,
,,,,,,Иглино,,,,
,,,,,,Игнатовка,,,,
,,,,,,Игра,,,,
,,,,,,Игрим,,,,
,,,,,,Идель,,,,
,,,,,,Идринское,,,,
,,,,,,Идрица,,,,
,,,,,,Ижевск,,,,
,,,,,,Ижма,,,,
,,,,,,Избербаш,,,,
,,,,,,Известковый,,,,
,,,,,,Издешково,,,,
,,,,,,Излучинск,,,,
,,,,,,Измайлово,,,,
,,,,,,Измалково,,,,
,,,,,,Износки,,,,
,,,,,,Изобильный,,,,
,,,,,,Изоплит,,,,
,,,,,,Изумруд,,,,
,,,,,,Икряное,,,,
,,,,,,Икша,,,,
,,,,,,Иланский,,,,
,,,,,,Илеза,,,,
,,,,,,Ильинско-Подомское,,,,
,,,,,,Ильинское-Хованское,,,,
,,,,,,Илька,,,,
,,,,,,Ильпырский,,,,
,,,,,,Ильский,,,,
,,,,,,Импилахти,,,,
,,,,,,Инжавино,,,,
,,,,,,Инза,,,,
,,,,,,Инзер,,,,
,,,,,,Иннокентьевка,,,,
,,,,,,Иноземцево,,,,
,,,,,,Инсар,,,,
,,,,,,Инта,,,,
,,,,,,Ипатово,,,,
,,,,,,Ираель,,,,
,,,,,,Ирбейское,,,,
,,,,,,Ирбит,,,,
,,,,,,Ириклинский,,,,
,,,,,,Иркутск,,,,
,,,,,,Исетское,,,,
,,,,,,Исилькуль,,,,
,,,,,,Искитим,,,,
,,,,,,Истра,,,,
,,,,,,Исянгулово,,,,
,,,,,,Итака,,,,
,,,,,,Итатка,,,,
,,,,,,Итатский,,,,
,,,,,,Иульитин,,,,
,,,,,,Ишеевка,,,,
,,,,,,Ишим,,,,
,,,,,,Ишимбай,,,,
,,,,,,Йошкар-Ола,,,,
,,,,,,Кабанск,,,,
,,,,,,Кабардинка,,,,
,,,,,,Кавалерово,,,,
,,,,,,Кагальницкая,,,,
,,,,,,Каджером,,,,
,,,,,,Кадников,,,,
,,,,,,Кадом,,,,
,,,,,,Кадошкино,,,,
,,,,,,Кадуй,,,,
,,,,,,Кадый,,,,
,,,,,,Кадыкчан,,,,
,,,,,,Кажым,,,,
,,,,,,Казановка,,,,
,,,,,,Казань,,,,
,,,,,,Казинка,,,,
,,,,,,Казталовка,,,,
,,,,,,Казым-Мыс,,,,
,,,,,,Калач,,,,
,,,,,,Калач-на-Дону,,,,
,,,,,,Калачинск,,,,
,,,,,,Калашниково,,,,
,,,,,,Калга,,,,
,,,,,,Калевала,,,,
,,,,,,Калинин,,,,
,,,,,,Калининград,,,,
,,,,,,Калинино,,,,
,,,,,,Калининск,,,,
,,,,,,Калмыково,,,,
,,,,,,Калтан,,,,
,,,,,,Калуга,,,,
,,,,,,Калязин,,,,
,,,,,,Кама,,,,
,,,,,,Камбарка,,,,
,,,,,,Каменка,,,,
,,,,,,Каменногорск,,,,
,,,,,,Каменномостский,,,,
,,,,,,Каменск,,,,
,,,,,,Каменск-Уральский,,,,
,,,,,,Каменск-Шахтинский,,,,
,,,,,,Каменское,,,,
,,,,,,Камень-на-Оби,,,,
,,,,,,Камень-Рыболов,,,,
,,,,,,Камешково,,,,
,,,,,,Каминский,,,,
,,,,,,Камское Устье,,,,
,,,,,,Камызяк,,,,
,,,,,,Камышин,,,,
,,,,,,Камышла,,,,
,,,,,,Камышлов,,,,
,,,,,,Канадей,,,,
,,,,,,Кананикольское,,,,
,,,,,,Канаш,,,,
,,,,,,Кандалакша,,,,
,,,,,,Каневская,,,,
,,,,,,Канкунский,,,,
,,,,,,Канск,,,,
,,,,,,Кантемировка,,,,
,,,,,,Капустин Яр,,,,
,,,,,,Карабаново,,,,
,,,,,,Карабаш,,,,
,,,,,,Карабудахкент,,,,
,,,,,,Карагай,,,,
,,,,,,Караидель,,,,
,,,,,,Каракулино,,,,
,,,,,,Карасук,,,,
,,,,,,Карата,,,,
,,,,,,Каратобе,,,,
,,,,,,Каратузское,,,,
,,,,,,Караул,,,,
,,,,,,Карачаевск,,,,
,,,,,,Карачев,,,,
,,,,,,Каргаполье,,,,
,,,,,,Каргасок,,,,
,,,,,,Каргат,,,,
,,,,,,Каргополь,,,,
,,,,,,Кардымово,,,,
,,,,,,Карпинск,,,,
,,,,,,Карпогоры,,,,
,,,,,,Карпунинский,,,,
,,,,,,Карсун,,,,
,,,,,,Карымское,,,,
,,,,,,Касимов,,,,
,,,,,,Касли,,,,
,,,,,,Каспийск,,,,
,,,,,,Касторное,,,,
,,,,,,Касумкент,,,,
,,,,,,Катав-Ивановск,,,,
,,,,,,Катайга,,,,
,,,,,,Катайск,,,,
,,,,,,Катангли,,,,
,,,,,,Катунки,,,,
,,,,,,Качканар,,,,
,,,,,,Качуг,,,,
,,,,,,Кашары,,,,
,,,,,,Кашин,,,,
,,,,,,Кашира,,,,
,,,,,,Квиток,,,,
,,,,,,Кедровка,,,,
,,,,,,Кез,,,,
,,,,,,Кемерово,,,,
,,,,,,Кемля,,,,
,,,,,,Кемь,,,,
,,,,,,Кенисберг,,,,
,,,,,,Керженец,,,,
,,,,,,Керчевский,,,,
,,,,,,Кесова Гора,,,,
,,,,,,Кестеньга,,,,
,,,,,,Кетово,,,,
,,,,,,Кижинга,,,,
,,,,,,Кизел,,,,
,,,,,,Кизилюрт,,,,
,,,,,,Кизляр,,,,
,,,,,,Кизнер,,,,
,,,,,,Кикерино,,,,
,,,,,,Кикнур,,,,
,,,,,,Килемары,,,,
,,,,,,Кильдинстрой,,,,
,,,,,,Кильмезь,,,,
,,,,,,Кимовск,,,,
,,,,,,Кимры,,,,
,,,,,,Кингисепп,,,,
,,,,,,Кинель,,,,
,,,,,,Кинель-Черкасы,,,,
,,,,,,Кинешма,,,,
,,,,,,Киргиз-Мияки,,,,
,,,,,,Киреевск,,,,
,,,,,,Киренск,,,,
,,,,,,Киржач,,,,
,,,,,,Кириллов,,,,
,,,,,,Кириши,,,,
,,,,,,Киров,,,,
,,,,,,Кировград,,,,
,,,,,,Кирово-Чепецк,,,,
,,,,,,Кировск,,,,
,,,,,,Кирс,,,,
,,,,,,Кирсанов,,,,
,,,,,,Киря,,,,
,,,,,,Киселевск,,,,
,,,,,,Кисловодск,,,,
,,,,,,Кичменгский Городок,,,,
,,,,,,Киясово,,,,
,,,,,,Клетня,,,,
,,,,,,Климово,,,,
,,,,,,Клин,,,,
,,,,,,Клинцы,,,,
,,,,,,Кличка,,,,
,,,,,,Клявлино,,,,
,,,,,,Княгинино,,,,
,,,,,,Коболдо,,,,
,,,,,,Кобринское,,,,
,,,,,,Ковдор,,,,
,,,,,,Ковернино,,,,
,,,,,,Ковров,,,,
,,,,,,Ковылкино,,,,
,,,,,,Когалым,,,,
,,,,,,Кодино,,,,
,,,,,,Кодинск,,,,
,,,,,,Кожевниково,,,,
,,,,,,Кожино,,,,
,,,,,,Кожым,,,,
,,,,,,Козельск,,,,
,,,,,,Козулька,,,,
,,,,,,Козьмодемьянск,,,,
,,,,,,Койгородок,,,,
,,,,,,Кокаревка,,,,
,,,,,,Кокошкино,,,,
,,,,,,Коксовый,,,,
,,,,,,Кокуй,,,,
,,,,,,Кола,,,,
,,,,,,Кологрив,,,,
,,,,,,Коломна,,,,
,,,,,,Колосовка,,,,
,,,,,,Колпашево,,,,
,,,,,,Колпино,,,,
,,,,,,Колпны,,,,
,,,,,,Колывань,,,,
,,,,,,Колышлей,,,,
,,,,,,Кольчугино,,,,
,,,,,,Колюбакино,,,,
,,,,,,Комаричи,,,,
,,,,,,Коммунар,,,,
,,,,,,Комсомольск,,,,
,,,,,,Комсомольск-на-Амуре,,,,
,,,,,,Комсомольское,,,,
,,,,,,Конаково,,,,
,,,,,,Конда,,,,
,,,,,,Кондинское,,,,
,,,,,,Кондоль,,,,
,,,,,,Кондопога,,,,
,,,,,,Кондрово,,,,
,,,,,,Коноша,,,,
,,,,,,Константиновск,,,,
,,,,,,Конышевка,,,,
,,,,,,Копейск,,,,
,,,,,,Копьево,,,,
,,,,,,Кораблино,,,,
,,,,,,Коренево,,,,
,,,,,,Кореновск,,,,
,,,,,,Коркино,,,,
,,,,,,Кормиловка,,,,
,,,,,,Королев,,,,
,,,,,,Короча,,,,
,,,,,,Корсаков,,,,
,,,,,,Корткерос,,,,
,,,,,,Коряжма,,,,
,,,,,,Коса,,,,
,,,,,,Косино,,,,
,,,,,,Кослан,,,,
,,,,,,Костомукша,,,,
,,,,,,Кострома,,,,
,,,,,,Котельниково,,,,
,,,,,,Котельнич,,,,
,,,,,,Котлас,,,,
,,,,,,Котово,,,,
,,,,,,Котовск,,,,
,,,,,,Кохма,,,,
,,,,,,Кочево,,,,
,,,,,,Кочкурово,,,,
,,,,,,Кочубеевское,,,,
,,,,,,Кочубей,,,,
,,,,,,Кош-Агач,,,,
,,,,,,Красково,,,,
,,,,,,Красная Гора,,,,
,,,,,,Красная Горбатка,,,,
,,,,,,Красная Заря,,,,
,,,,,,Красноармейск,,,,
,,,,,,Красноармейская,,,,
,,,,,,Красноармейское,,,,
,,,,,,Красноборск,,,,
,,,,,,Красновишерск,,,,
,,,,,,Красногвардейское,,,,
,,,,,,Красногорск,,,,
,,,,,,Красногорское,,,,
,,,,,,Краснодар,,,,
,,,,,,Краснозаводск,,,,
,,,,,,Краснозерское,,,,
,,,,,,Краснознаменск,,,,
,,,,,,Краснокаменск,,,,
,,,,,,Краснокамск,,,,
,,,,,,Красноселькуп,,,,
,,,,,,Краснослободск,,,,
,,,,,,Краснотуранск,,,,
,,,,,,Краснотурьинск,,,,
,,,,,,Красноуральск,,,,
,,,,,,Красноусольский,,,,
,,,,,,Красноуфимск,,,,
,,,,,,Краснощеково,,,,
,,,,,,Красноярск,,,,
,,,,,,Красный Кут,,,,
,,,,,,Красный Сулин,,,,
,,,,,,Красный Холм,,,,
,,,,,,Красный Чикой,,,,
,,,,,,Красный Яр,,,,
,,,,,,Кресцы,,,,
,,,,,,Кривошеино,,,,
,,,,,,Кромы,,,,
,,,,,,Кронштадт,,,,
,,,,,,Кропоткин,,,,
,,,,,,Крутинка,,,,
,,,,,,Крыловская,,,,
,,,,,,Крымск,,,,
,,,,,,Крюково,,,,
,,,,,,Кстово,,,,
,,,,,,Кубинка,,,,
,,,,,,Кувандык,,,,
,,,,,,Кувшиново,,,,
,,,,,,Кугеси,,,,
,,,,,,Кудымкар,,,,
,,,,,,Куеда,,,,
,,,,,,Куженер,,,,
,,,,,,Кузнецк,,,,
,,,,,,Кузоватово,,,,
,,,,,,Куйбышев,,,,
,,,,,,Куйбышево,,,,
,,,,,,Куйтун,,,,
,,,,,,Кукмод,,,,
,,,,,,Кукмор,,,,
,,,,,,Кулебаки,,,,
,,,,,,Култук,,,,
,,,,,,Кулунда,,,,
,,,,,,Кумены,,,,
,,,,,,Кумертау,,,,
,,,,,,Кумух,,,,
,,,,,,Кумылженская,,,,
,,,,,,Кунашак,,,,
,,,,,,Кунгур,,,,
,,,,,,Купавна,,,,
,,,,,,Купино,,,,
,,,,,,Курагино,,,,
,,,,,,Курах,,,,
,,,,,,Курган,,,,
,,,,,,Курганинск,,,,
,,,,,,Курильск,,,,
,,,,,,Куркино,,,,
,,,,,,Курманаевка,,,,
,,,,,,Куровское,,,,
,,,,,,Курсавка,,,,
,,,,,,Курск,,,,
,,,,,,Куртамыш,,,,
,,,,,,Курумкан,,,,
,,,,,,Курчатов,,,,
,,,,,,Куса,,,,
,,,,,,Кутулик,,,,
,,,,,,Кушва,,,,
,,,,,,Кушнаренково,,,,
,,,,,,Кущевская,,,,
,,,,,,Кшенский,,,,
,,,,,,Кызыл,,,,
,,,,,,Кыра,,,,
,,,,,,Кырен,,,,
,,,,,,Кытманово,,,,
,,,,,,Кыштовка,,,,
,,,,,,Кыштым,,,,
,,,,,,Кяхта,,,,
,,,,,,Лабинск,,,,
,,,,,,Лабытнанги,,,,
,,,,,,Лаврентия,,,,
,,,,,,Лаишево,,,,
,,,,,,Лангепас,,,,
,,,,,,Ларьяк,,,,
,,,,,,Лахденпохья,,,,
,,,,,,Лебедянь,,,,
,,,,,,Лебяжье,,,,
,,,,,,Лев Толстой,,,,
,,,,,,Левокумское,,,,
,,,,,,Лениногорск,,,,
,,,,,,Ленинск,,,,
,,,,,,Ленинск-Кузнецкий,,,,
,,,,,,Ленинское,,,,
,,,,,,Ленск,,,,
,,,,,,Лесное,,,,
,,,,,,Лесной Городок,,,,
,,,,,,Лесной,,,,
,,,,,,Лесозаводск,,,,
,,,,,,Лесосибирск,,,,
,,,,,,Лешуконское,,,,
,,,,,,Ливны,,,,
,,,,,,Ликино-Дулево,,,,
,,,,,,Лиман,,,,
,,,,,,Липецк,,,,
,,,,,,Липин Бор,,,,
,,,,,,Лисий Нос,,,,
,,,,,,Лиски,,,,
,,,,,,Лихославль,,,,
,,,,,,Лобня,,,,
,,,,,,Лодейное Поле,,,,
,,,,,,Локня,,,,
,,,,,,Локоть,,,,
,,,,,,Ломоносов,,,,
,,,,,,Лопатино,,,,
,,,,,,Лосино-Петровский,,,,
,,,,,,Лотошино,,,,
,,,,,,Лоухи,,,,
,,,,,,Луга,,,,
,,,,,,Луза,,,,
,,,,,,Лукино,,,,
,,,,,,Лукоянов,,,,
,,,,,,Луховицы,,,,
,,,,,,Лучегорск,,,,
,,,,,,Лысково,,,,
,,,,,,Лысьва,,,,
,,,,,,Лыткарино,,,,
,,,,,,Львовский,,,,
,,,,,,Льгов,,,,
,,,,,,Люберцы,,,,
,,,,,,Любим,,,,
,,,,,,Любытино,,,,
,,,,,,Людиново,,,,
,,,,,,Лямбирь,,,,
,,,,,,Лянтор,,,,
,,,,,,Магадан,,,,
,,,,,,Магарамкент,,,,
,,,,,,Магдагачи,,,,
,,,,,,Магнитогорск,,,,
,,,,,,Маджалис,,,,
,,,,,,Майкоп,,,,
,,,,,,Майна,,,,
,,,,,,Майский,,,,
,,,,,,Майя,,,,
,,,,,,Макаров,,,,
,,,,,,Макарьев,,,,
,,,,,,Максатиха,,,,
,,,,,,Макушино,,,,
,,,,,,Малаховка,,,,
,,,,,,Малая Вишера,,,,
,,,,,,Малая Сердоба,,,,
,,,,,,Малгобек,,,,
,,,,,,Малмыж,,,,
,,,,,,Малоархангельск,,,,
,,,,,,Малоярославец,,,,
,,,,,,Мама,,,,
,,,,,,Мамадыш,,,,
,,,,,,Мамоново,,,,
,,,,,,Мамонтово,,,,
,,,,,,Мантурово,,,,
,,,,,,Марево,,,,
,,,,,,Мари-Турек,,,,
,,,,,,Мариинск,,,,
,,,,,,Мариинский Посад,,,,
,,,,,,Маркс,,,,
,,,,,,Марьяновка,,,,
,,,,,,Маслянино,,,,
,,,,,,Матвеев Курган,,,,
,,,,,,Матвеевка,,,,
,,,,,,Махачкала,,,,
,,,,,,Мглин,,,,
,,,,,,Мегион,,,,
,,,,,,Медведево,,,,
,,,,,,Медвежьегорск,,,,
,,,,,,Медвенка,,,,
,,,,,,Медногорск,,,,
,,,,,,Медынь,,,,
,,,,,,Междуреченск,,,,
,,,,,,Мезень,,,,
,,,,,,Меленки,,,,
,,,,,,Мелеуз,,,,
,,,,,,Мельниково,,,,
,,,,,,Менделеевск,,,,
,,,,,,Мензелинск,,,,
,,,,,,Месягутово,,,,
,,,,,,Мехельта,,,,
,,,,,,Мещовск,,,,
,,,,,,Миасс,,,,
,,,,,,Мигулинская,,,,
,,,,,,Миллерово,,,,
,,,,,,Милославское,,,,
,,,,,,Мильково,,,,
,,,,,,Милютинская,,,,
,,,,,,Минусинск,,,,
,,,,,,Мирный,,,,
,,,,,,Михайлов,,,,
,,,,,,Михайловка,,,,
,,,,,,Михайловск,,,,
,,,,,,Михайловское,,,,
,,,,,,Михнево,,,,
,,,,,,Мичуринск,,,,
,,,,,,Мишкино,,,,
,,,,,,Моготуй,,,,
,,,,,,Могоча,,,,
,,,,,,Можайск,,,,
,,,,,,Можга,,,,
,,,,,,Моздок,,,,
,,,,,,Мокроус,,,,
,,,,,,Мокроусово,,,,
,,,,,,Мокшан,,,,
,,,,,,Молоково,,,,
,,,,,,Молчаново,,,,
,,,,,,Монастырщина,,,,
,,,,,,Монды,,,,
,,,,,,Монино,,,,
,,,,,,Мончегорск,,,,
,,,,,,Моргауши,,,,
,,,,,,Мордово,,,,
,,,,,,Морки,,,,
,,,,,,Морозовск,,,,
,,,,,,Моршанск,,,,
,,,,,,Мосальск,,,,
,,,,,,Москва,,,,
,,,,,,Мостовской,,,,
,,,,,,Мотыгино,,,,
,,,,,,Мошенское,,,,
,,,,,,Мошково,,,,
,,,,,,Мраково,,,,
,,,,,,Муезерский,,,,
,,,,,,Муравленко,,,,
,,,,,,Мураши,,,,
,,,,,,Мурманск,,,,
,,,,,,Мурмаши,,,,
,,,,,,Муром,,,,
,,,,,,Муромцево,,,,
,,,,,,Муслюмово,,,,
,,,,,,Муханово,,,,
,,,,,,Мухоршибирь,,,,
,,,,,,Мценск,,,,
,,,,,,Мыс Шмидта,,,,
,,,,,,Мытищи,,,,
,,,,,,Мышкино,,,,
,,,,,,Навашино,,,,
,,,,,,Навля,,,,
,,,,,,Нагорск,,,,
,,,,,,Надым,,,,
,,,,,,Назарово,,,,
,,,,,,Назрань,,,,
,,,,,,Называевск,,,,
,,,,,,Нальчик,,,,
,,,,,,Наровчат,,,,
,,,,,,Нарофоминск,,,,
,,,,,,Нарткала,,,,
,,,,,,Нарышкино,,,,
,,,,,,Нарьян-Мар,,,,
,,,,,,Наурская,,,,
,,,,,,Нахабино,,,,
,,,,,,Находка,,,,
,,,,,,Началово,,,,
,,,,,,Невель,,,,
,,,,,,Невельск,,,,
,,,,,,Неверкино,,,,
,,,,,,Невинномысск,,,,
,,,,,,Невьянск,,,,
,,,,,,Некрасовка,,,,
,,,,,,Некрасовское,,,,
,,,,,,Нелидово,,,,
,,,,,,Нелькан,,,,
,,,,,,Нема,,,,
,,,,,,Неман,,,,
,,,,,,Немчиновка,,,,
,,,,,,Нерехта,,,,
,,,,,,Нерчинск,,,,
,,,,,,Нерчинский Завод,,,,
,,,,,,Нерюнгри,,,,
,,,,,,Нестеров,,,,
,,,,,,Нефтегорск,,,,
,,,,,,Нефтекамск,,,,
,,,,,,Нефтекумск,,,,
,,,,,,Нефтеюганск,,,,
,,,,,,Нея,,,,
,,,,,,Нижнеангарск,,,,
,,,,,,Нижневартовск,,,,
,,,,,,Нижнедевицк,,,,
,,,,,,Нижнекамск,,,,
,,,,,,Нижнеудинск,,,,
,,,,,,Нижний Ингаш,,,,
,,,,,,Нижний Ломов,,,,
,,,,,,Нижний Новгород,,,,
,,,,,,Нижний Тагил,,,,
,,,,,,Нижний Часучей,,,,
,,,,,,Нижняя Омка,,,,
,,,,,,Нижняя Салда,,,,
,,,,,,Нижняя Тавда,,,,
,,,,,,Нижняя Тура,,,,
,,,,,,Никель,,,,
